name,length,count,frequency,rank,rank_bin,wordCount
obj,3,291,0.06228595890410959,130.0,"(100.0, 1000.0]",1
other,5,289,0.061857876712328765,131.0,"(100.0, 1000.0]",1
metricRegistry,14,287,0.06142979452054795,132.0,"(100.0, 1000.0]",2
register,8,285,0.061001712328767124,133.0,"(100.0, 1000.0]",1
substring,9,285,0.061001712328767124,134.0,"(100.0, 1000.0]",1
root,4,283,0.0605736301369863,135.0,"(100.0, 1000.0]",1
getAsJsonObject,15,281,0.06014554794520548,136.0,"(100.0, 1000.0]",4
project,7,278,0.05950342465753425,137.0,"(100.0, 1000.0]",1
parameter,9,277,0.05928938356164384,138.0,"(100.0, 1000.0]",1
ex,2,277,0.05928938356164384,139.0,"(100.0, 1000.0]",1
invoke,6,271,0.05800513698630137,140.0,"(100.0, 1000.0]",1
config,6,271,0.05800513698630137,141.0,"(100.0, 1000.0]",1
line,4,269,0.05757705479452055,142.0,"(100.0, 1000.0]",1
description,11,269,0.05757705479452055,143.0,"(100.0, 1000.0]",1
println,7,268,0.05736301369863014,144.0,"(100.0, 1000.0]",1
create,6,268,0.05736301369863014,145.0,"(100.0, 1000.0]",1
plugin,6,267,0.057148972602739725,146.0,"(100.0, 1000.0]",1
iterator,8,266,0.056934931506849314,147.0,"(100.0, 1000.0]",1
username,8,265,0.0567208904109589,148.0,"(100.0, 1000.0]",1
getProperty,11,264,0.05650684931506849,149.0,"(100.0, 1000.0]",2
page,4,261,0.05586472602739726,150.0,"(100.0, 1000.0]",1
join,4,259,0.05543664383561644,151.0,"(100.0, 1000.0]",1
state,5,259,0.05543664383561644,152.0,"(100.0, 1000.0]",1
owner,5,259,0.05543664383561644,153.0,"(100.0, 1000.0]",1
matcher,7,258,0.055222602739726026,154.0,"(100.0, 1000.0]",1
token,5,258,0.055222602739726026,155.0,"(100.0, 1000.0]",1
env,3,253,0.054152397260273974,156.0,"(100.0, 1000.0]",1
currentTimeMillis,17,252,0.05393835616438356,157.0,"(100.0, 1000.0]",3
that,4,250,0.05351027397260274,158.0,"(100.0, 1000.0]",1
read,4,250,0.05351027397260274,159.0,"(100.0, 1000.0]",1
dir,3,246,0.0526541095890411,160.0,"(100.0, 1000.0]",1
len,3,245,0.052440068493150686,161.0,"(100.0, 1000.0]",1
reader,6,242,0.05179794520547945,162.0,"(100.0, 1000.0]",1
cl,2,242,0.05179794520547945,163.0,"(100.0, 1000.0]",1
device,6,241,0.05158390410958904,164.0,"(100.0, 1000.0]",1
jenkins,7,241,0.05158390410958904,165.0,"(100.0, 1000.0]",1
resource,8,238,0.05094178082191781,166.0,"(100.0, 1000.0]",1
newInstance,11,238,0.05094178082191781,167.0,"(100.0, 1000.0]",2
pos,3,238,0.05094178082191781,168.0,"(100.0, 1000.0]",1
user,4,237,0.0507277397260274,169.0,"(100.0, 1000.0]",1
map,3,237,0.0507277397260274,170.0,"(100.0, 1000.0]",1
task,4,236,0.05051369863013699,171.0,"(100.0, 1000.0]",1
expression,10,235,0.050299657534246575,172.0,"(100.0, 1000.0]",1
info,4,231,0.049443493150684935,173.0,"(100.0, 1000.0]",1
exists,6,230,0.04922945205479452,174.0,"(100.0, 1000.0]",1
FormValidation,14,227,0.04858732876712329,175.0,"(100.0, 1000.0]",2
command,7,227,0.04858732876712329,176.0,"(100.0, 1000.0]",1
TimeUnit,8,226,0.048373287671232876,177.0,"(100.0, 1000.0]",2
w,1,225,0.048159246575342464,178.0,"(100.0, 1000.0]",1
strict,6,224,0.04794520547945205,179.0,"(100.0, 1000.0]",1
HystrixEventType,16,223,0.04773116438356165,180.0,"(100.0, 1000.0]",3
output,6,223,0.04773116438356165,181.0,"(100.0, 1000.0]",1
src,3,223,0.04773116438356165,182.0,"(100.0, 1000.0]",1
withLogging,11,222,0.047517123287671235,183.0,"(100.0, 1000.0]",2
Calendar,8,222,0.047517123287671235,184.0,"(100.0, 1000.0]",1
checkPermission,15,221,0.047303082191780824,185.0,"(100.0, 1000.0]",2
executor,8,220,0.04708904109589041,186.0,"(100.0, 1000.0]",1
bytes,5,220,0.04708904109589041,187.0,"(100.0, 1000.0]",1
status,6,219,0.046875,188.0,"(100.0, 1000.0]",1
property,8,218,0.04666095890410959,189.0,"(100.0, 1000.0]",1
writeNumberField,16,218,0.04666095890410959,190.0,"(100.0, 1000.0]",3
commandKey,10,218,0.04666095890410959,191.0,"(100.0, 1000.0]",2
ref,3,218,0.04666095890410959,192.0,"(100.0, 1000.0]",1
org,3,217,0.046446917808219176,193.0,"(100.0, 1000.0]",1
threadPoolKey,13,217,0.046446917808219176,194.0,"(100.0, 1000.0]",3
end,3,216,0.046232876712328765,195.0,"(100.0, 1000.0]",1
child,5,216,0.046232876712328765,196.0,"(100.0, 1000.0]",1
sql,3,216,0.046232876712328765,197.0,"(100.0, 1000.0]",1
statement,9,215,0.04601883561643835,198.0,"(100.0, 1000.0]",1
lhs,3,215,0.04601883561643835,199.0,"(100.0, 1000.0]",1
msg,3,214,0.04580479452054795,200.0,"(100.0, 1000.0]",1
rhs,3,214,0.04580479452054795,201.0,"(100.0, 1000.0]",1
getDescriptor,13,213,0.045590753424657536,202.0,"(100.0, 1000.0]",2
current,7,212,0.045376712328767124,203.0,"(100.0, 1000.0]",1
SystemProperties,16,210,0.0449486301369863,204.0,"(100.0, 1000.0]",2
execute,7,209,0.04473458904109589,205.0,"(100.0, 1000.0]",1
answer,6,208,0.04452054794520548,206.0,"(100.0, 1000.0]",1
valueOf,7,207,0.044306506849315065,207.0,"(100.0, 1000.0]",2
prefix,6,207,0.044306506849315065,208.0,"(100.0, 1000.0]",1
store,5,205,0.04387842465753425,209.0,"(100.0, 1000.0]",1
SWT,3,204,0.04366438356164384,210.0,"(100.0, 1000.0]",1
uuid,4,204,0.04366438356164384,211.0,"(100.0, 1000.0]",1
buffer,6,203,0.043450342465753425,212.0,"(100.0, 1000.0]",1
getKey,6,203,0.043450342465753425,213.0,"(100.0, 1000.0]",2
settings,8,203,0.043450342465753425,214.0,"(100.0, 1000.0]",1
startsWith,10,203,0.043450342465753425,215.0,"(100.0, 1000.0]",2
u,1,202,0.04323630136986301,216.0,"(100.0, 1000.0]",1
defaultValue,12,202,0.04323630136986301,217.0,"(100.0, 1000.0]",2
launcher,8,200,0.04280821917808219,218.0,"(100.0, 1000.0]",1
addAll,6,199,0.04259417808219178,219.0,"(100.0, 1000.0]",2
gson,4,197,0.04216609589041096,220.0,"(100.0, 1000.0]",1
group,5,196,0.04195205479452055,221.0,"(100.0, 1000.0]",1
resultMap,9,195,0.04173801369863014,222.0,"(100.0, 1000.0]",2
wanted,6,195,0.04173801369863014,223.0,"(100.0, 1000.0]",1
sendMessage,11,193,0.041309931506849314,224.0,"(100.0, 1000.0]",2
columnIndex,11,193,0.041309931506849314,225.0,"(100.0, 1000.0]",2
getType,7,193,0.041309931506849314,226.0,"(100.0, 1000.0]",2
code,4,191,0.04088184931506849,227.0,"(100.0, 1000.0]",1
position,8,191,0.04088184931506849,228.0,"(100.0, 1000.0]",1
collapserKey,12,190,0.040667808219178085,229.0,"(100.0, 1000.0]",2
handle,6,188,0.04023972602739726,230.0,"(100.0, 1000.0]",1
arguments,9,187,0.04002568493150685,231.0,"(100.0, 1000.0]",1
getAsString,11,186,0.03981164383561644,232.0,"(100.0, 1000.0]",3
warn,4,185,0.039597602739726026,233.0,"(100.0, 1000.0]",1
core,4,184,0.039383561643835614,234.0,"(100.0, 1000.0]",1
arg,3,183,0.0391695205479452,235.0,"(100.0, 1000.0]",1
getBytes,8,181,0.038741438356164386,236.0,"(100.0, 1000.0]",2
ps,2,181,0.038741438356164386,237.0,"(100.0, 1000.0]",1
cs,2,180,0.038527397260273974,238.0,"(100.0, 1000.0]",1
mode,4,180,0.038527397260273974,239.0,"(100.0, 1000.0]",1
getMethod,9,179,0.03831335616438356,240.0,"(100.0, 1000.0]",2
asList,6,179,0.03831335616438356,241.0,"(100.0, 1000.0]",2
listeners,9,178,0.03809931506849315,242.0,"(100.0, 1000.0]",1
save,4,178,0.03809931506849315,243.0,"(100.0, 1000.0]",1
ordinal,7,177,0.03788527397260274,244.0,"(100.0, 1000.0]",1
lock,4,176,0.03767123287671233,245.0,"(100.0, 1000.0]",1
element,7,173,0.0370291095890411,246.0,"(100.0, 1000.0]",1
protobuf,8,173,0.0370291095890411,247.0,"(100.0, 1000.0]",1
title,5,173,0.0370291095890411,248.0,"(100.0, 1000.0]",1
items,5,172,0.036815068493150686,249.0,"(100.0, 1000.0]",1
noWaitAfter,11,172,0.036815068493150686,250.0,"(100.0, 1000.0]",3
I18nUtil,8,171,0.036601027397260275,251.0,"(100.0, 1000.0]",2
parseFrom,9,171,0.036601027397260275,252.0,"(100.0, 1000.0]",2
getNumber,9,170,0.03638698630136986,253.0,"(100.0, 1000.0]",2
ch,2,169,0.03617294520547945,254.0,"(100.0, 1000.0]",1
debug,5,168,0.03595890410958904,255.0,"(100.0, 1000.0]",1
timestamp,9,167,0.03574486301369863,256.0,"(100.0, 1000.0]",1
prop,4,167,0.03574486301369863,257.0,"(100.0, 1000.0]",1
update,6,167,0.03574486301369863,258.0,"(100.0, 1000.0]",1
force,5,167,0.03574486301369863,259.0,"(100.0, 1000.0]",1
ms,2,166,0.03553082191780822,260.0,"(100.0, 1000.0]",1
stream,6,166,0.03553082191780822,261.0,"(100.0, 1000.0]",1
charAt,6,165,0.03531678082191781,262.0,"(100.0, 1000.0]",2
getParent,9,163,0.03488869863013699,263.0,"(100.0, 1000.0]",2
extensionRegistry,17,163,0.03488869863013699,264.0,"(100.0, 1000.0]",2
environment,11,162,0.034674657534246575,265.0,"(100.0, 1000.0]",1
from,4,162,0.034674657534246575,266.0,"(100.0, 1000.0]",1
version,7,161,0.03446061643835616,267.0,"(100.0, 1000.0]",1
addProperty,11,161,0.03446061643835616,268.0,"(100.0, 1000.0]",2
load,4,161,0.03446061643835616,269.0,"(100.0, 1000.0]",1
destination,11,159,0.03403253424657534,270.0,"(100.0, 1000.0]",1
getBoolean,10,158,0.033818493150684935,271.0,"(100.0, 1000.0]",2
isAssignableFrom,16,158,0.033818493150684935,272.0,"(100.0, 1000.0]",3
monitor,7,158,0.033818493150684935,273.0,"(100.0, 1000.0]",1
max,3,157,0.03360445205479452,274.0,"(100.0, 1000.0]",1
delay,5,157,0.03360445205479452,275.0,"(100.0, 1000.0]",1
actual,6,155,0.0331763698630137,276.0,"(100.0, 1000.0]",1
sb,2,155,0.0331763698630137,277.0,"(100.0, 1000.0]",1
getUrl,6,154,0.03296232876712329,278.0,"(100.0, 1000.0]",2
guid,4,153,0.032748287671232876,279.0,"(100.0, 1000.0]",1
createMetricName,16,153,0.032748287671232876,280.0,"(100.0, 1000.0]",3
delete,6,153,0.032748287671232876,281.0,"(100.0, 1000.0]",1
password,8,152,0.032534246575342464,282.0,"(100.0, 1000.0]",1
count,5,152,0.032534246575342464,283.0,"(100.0, 1000.0]",1
ok,2,152,0.032534246575342464,284.0,"(100.0, 1000.0]",1
eventType,9,152,0.032534246575342464,285.0,"(100.0, 1000.0]",2
matches,7,150,0.03210616438356165,286.0,"(100.0, 1000.0]",1
columnName,10,149,0.031892123287671235,287.0,"(100.0, 1000.0]",2
cache,5,149,0.031892123287671235,288.0,"(100.0, 1000.0]",1
INSTANCE,8,149,0.031892123287671235,289.0,"(100.0, 1000.0]",1
entrySet,8,148,0.031678082191780824,290.0,"(100.0, 1000.0]",2
replace,7,148,0.031678082191780824,291.0,"(100.0, 1000.0]",1
jobInfo,7,148,0.031678082191780824,292.0,"(100.0, 1000.0]",2
view,4,148,0.031678082191780824,293.0,"(100.0, 1000.0]",1
metaHolder,10,147,0.03146404109589041,294.0,"(100.0, 1000.0]",2
jdbcType,8,147,0.03146404109589041,295.0,"(100.0, 1000.0]",2
timer,5,147,0.03146404109589041,296.0,"(100.0, 1000.0]",1
label,5,146,0.03125,297.0,"(100.0, 1000.0]",1
annotation,10,146,0.03125,298.0,"(100.0, 1000.0]",1
lookup,6,146,0.03125,299.0,"(100.0, 1000.0]",1
files,5,145,0.031035958904109588,300.0,"(100.0, 1000.0]",1
h,1,145,0.031035958904109588,301.0,"(100.0, 1000.0]",1
hasNext,7,145,0.031035958904109588,302.0,"(100.0, 1000.0]",2
mocks,5,144,0.030821917808219176,303.0,"(100.0, 1000.0]",1
getSimpleName,13,144,0.030821917808219176,304.0,"(100.0, 1000.0]",3
find,4,142,0.030393835616438356,305.0,"(100.0, 1000.0]",1
GridData,8,142,0.030393835616438356,306.0,"(100.0, 1000.0]",2
setter,6,141,0.030179794520547944,307.0,"(100.0, 1000.0]",1
LoggerFactory,13,141,0.030179794520547944,308.0,"(100.0, 1000.0]",2
warning,7,141,0.030179794520547944,309.0,"(100.0, 1000.0]",1
Optional,8,140,0.029965753424657533,310.0,"(100.0, 1000.0]",1
address,7,138,0.029537671232876712,311.0,"(100.0, 1000.0]",1
Thread,6,138,0.029537671232876712,312.0,"(100.0, 1000.0]",1
authentication,14,138,0.029537671232876712,313.0,"(100.0, 1000.0]",1
monitors,8,137,0.0293236301369863,314.0,"(100.0, 1000.0]",1
initializer,11,136,0.02910958904109589,315.0,"(100.0, 1000.0]",1
setTimeout,10,136,0.02910958904109589,316.0,"(100.0, 1000.0]",2
permission,10,136,0.02910958904109589,317.0,"(100.0, 1000.0]",1
SEVERE,6,135,0.02889554794520548,318.0,"(100.0, 1000.0]",1
getNullableResult,17,135,0.02889554794520548,319.0,"(100.0, 1000.0]",3
copy,4,135,0.02889554794520548,320.0,"(100.0, 1000.0]",1
constructor,11,135,0.02889554794520548,321.0,"(100.0, 1000.0]",1
PARSER,6,135,0.02889554794520548,322.0,"(100.0, 1000.0]",1
mappedStatement,15,135,0.02889554794520548,323.0,"(100.0, 1000.0]",2
HttpResponses,13,135,0.02889554794520548,324.0,"(100.0, 1000.0]",2
google,6,134,0.02868150684931507,325.0,"(100.0, 1000.0]",1
ExtensionList,13,134,0.02868150684931507,326.0,"(100.0, 1000.0]",2
auth,4,133,0.028467465753424657,327.0,"(100.0, 1000.0]",1
rawType,7,133,0.028467465753424657,328.0,"(100.0, 1000.0]",2
isPresent,9,133,0.028467465753424657,329.0,"(100.0, 1000.0]",2
mapper,6,132,0.028253424657534245,330.0,"(100.0, 1000.0]",1
emptyList,9,132,0.028253424657534245,331.0,"(100.0, 1000.0]",2
bind,4,131,0.028039383561643837,332.0,"(100.0, 1000.0]",1
ReturnT,7,130,0.027825342465753425,333.0,"(100.0, 1000.0]",2
getDescription,14,130,0.027825342465753425,334.0,"(100.0, 1000.0]",2
ADMINISTER,10,130,0.027825342465753425,335.0,"(100.0, 1000.0]",1
off,3,129,0.027611301369863013,336.0,"(100.0, 1000.0]",1
throwable,9,129,0.027611301369863013,337.0,"(100.0, 1000.0]",1
first,5,129,0.027611301369863013,338.0,"(100.0, 1000.0]",1
idx,3,128,0.0273972602739726,339.0,"(100.0, 1000.0]",1
invocations,11,128,0.0273972602739726,340.0,"(100.0, 1000.0]",1
EventType,9,127,0.027183219178082193,341.0,"(100.0, 1000.0]",2
IOUtils,7,126,0.02696917808219178,342.0,"(100.0, 1000.0]",2
right,5,126,0.02696917808219178,343.0,"(100.0, 1000.0]",1
containsKey,11,126,0.02696917808219178,344.0,"(100.0, 1000.0]",2
Functions,9,126,0.02696917808219178,345.0,"(100.0, 1000.0]",1
classLoader,11,125,0.02675513698630137,346.0,"(100.0, 1000.0]",2
rowBounds,9,125,0.02675513698630137,347.0,"(100.0, 1000.0]",2
time,4,125,0.02675513698630137,348.0,"(100.0, 1000.0]",1
height,6,124,0.026541095890410957,349.0,"(100.0, 1000.0]",1
newName,7,124,0.026541095890410957,350.0,"(100.0, 1000.0]",2
callback,8,123,0.02632705479452055,351.0,"(100.0, 1000.0]",1
site,4,123,0.02632705479452055,352.0,"(100.0, 1000.0]",1
descriptor,10,123,0.02632705479452055,353.0,"(100.0, 1000.0]",1
selectOption,12,123,0.02632705479452055,354.0,"(100.0, 1000.0]",2
init,4,123,0.02632705479452055,355.0,"(100.0, 1000.0]",1
resolve,7,123,0.02632705479452055,356.0,"(100.0, 1000.0]",1
children,8,122,0.026113013698630137,357.0,"(100.0, 1000.0]",1
Files,5,122,0.026113013698630137,358.0,"(100.0, 1000.0]",1
resultMapping,13,121,0.025898972602739725,359.0,"(100.0, 1000.0]",2
indexOf,7,120,0.025684931506849314,360.0,"(100.0, 1000.0]",2
HystrixRollingNumberEvent,25,119,0.025470890410958905,361.0,"(100.0, 1000.0]",4
typeHandler,11,119,0.025470890410958905,362.0,"(100.0, 1000.0]",2
computer,8,119,0.025470890410958905,363.0,"(100.0, 1000.0]",1
cmd,3,119,0.025470890410958905,364.0,"(100.0, 1000.0]",1
split,5,119,0.025470890410958905,365.0,"(100.0, 1000.0]",1
commandMetrics,14,118,0.025256849315068493,366.0,"(100.0, 1000.0]",2
left,4,118,0.025256849315068493,367.0,"(100.0, 1000.0]",1
constructorArgs,15,118,0.025256849315068493,368.0,"(100.0, 1000.0]",2
level,5,117,0.02504280821917808,369.0,"(100.0, 1000.0]",1
objectFactory,13,117,0.02504280821917808,370.0,"(100.0, 1000.0]",2
Base64,6,117,0.02504280821917808,371.0,"(100.0, 1000.0]",1
writer,6,117,0.02504280821917808,372.0,"(100.0, 1000.0]",1
parameterObject,15,116,0.02482876712328767,373.0,"(100.0, 1000.0]",2
snapshot,8,116,0.02482876712328767,374.0,"(100.0, 1000.0]",1
composite,9,116,0.02482876712328767,375.0,"(100.0, 1000.0]",1
boundSql,8,115,0.02461472602739726,376.0,"(100.0, 1000.0]",2
getStringAttribute,18,115,0.02461472602739726,377.0,"(100.0, 1000.0]",3
className,9,115,0.02461472602739726,378.0,"(100.0, 1000.0]",2
session,7,115,0.02461472602739726,379.0,"(100.0, 1000.0]",1
tokens,6,114,0.02440068493150685,380.0,"(100.0, 1000.0]",1
location,8,114,0.02440068493150685,381.0,"(100.0, 1000.0]",1
columnPrefix,12,114,0.02440068493150685,382.0,"(100.0, 1000.0]",2
StringUtils,11,114,0.02440068493150685,383.0,"(100.0, 1000.0]",2
header,6,114,0.02440068493150685,384.0,"(100.0, 1000.0]",1
StandardCharsets,16,114,0.02440068493150685,385.0,"(100.0, 1000.0]",2
UTF_8,5,114,0.02440068493150685,386.0,"(100.0, 1000.0]",2
onChanged,9,113,0.024186643835616438,387.0,"(100.0, 1000.0]",2
errors,6,112,0.023972602739726026,388.0,"(100.0, 1000.0]",1
parse,5,112,0.023972602739726026,389.0,"(100.0, 1000.0]",1
gd,2,112,0.023972602739726026,390.0,"(100.0, 1000.0]",1
reset,5,112,0.023972602739726026,391.0,"(100.0, 1000.0]",1
apply,5,112,0.023972602739726026,392.0,"(100.0, 1000.0]",1
JdbcType,8,111,0.023758561643835618,393.0,"(100.0, 1000.0]",2
stmt,4,111,0.023758561643835618,394.0,"(100.0, 1000.0]",1
rsw,3,111,0.023758561643835618,395.0,"(100.0, 1000.0]",1
