name,length,count,frequency,rank,rank_bin,wordCount
parent,6,712,0.045332993760346364,63.0,"(10.0, 100.0]",1
Boolean,7,686,0.04367757544887304,64.0,"(10.0, 100.0]",1
InterruptedException,20,678,0.043168215968419715,65.0,"(10.0, 100.0]",2
java,4,670,0.042658856487966385,66.0,"(10.0, 100.0]",1
Icon,4,670,0.042658856487966385,67.0,"(10.0, 100.0]",1
b,1,666,0.04240417674773972,68.0,"(10.0, 100.0]",1
node,4,643,0.04093976824143639,69.0,"(10.0, 100.0]",1
args,4,636,0.04049407869603973,70.0,"(10.0, 100.0]",1
builder,7,621,0.03953902967018973,71.0,"(10.0, 100.0]",1
in,2,620,0.03947535973513307,72.0,"(10.0, 100.0]",1
error,5,605,0.03852031070928308,73.0,"(10.0, 100.0]",1
data,4,599,0.03813829109894308,74.0,"(10.0, 100.0]",1
d,1,598,0.038074621163886414,75.0,"(10.0, 100.0]",1
params,6,588,0.03743792181331975,76.0,"(10.0, 100.0]",1
Builder,7,588,0.03743792181331975,77.0,"(10.0, 100.0]",1
run,3,582,0.03705590220297975,78.0,"(10.0, 100.0]",1
getLogger,9,581,0.036992232267923086,79.0,"(10.0, 100.0]",2
a,1,579,0.036864892397809754,80.0,"(10.0, 100.0]",1
V,1,575,0.03661021265758309,81.0,"(10.0, 100.0]",1
buf,3,564,0.03590984337195976,82.0,"(10.0, 100.0]",1
Type,4,555,0.03533681395644976,83.0,"(10.0, 100.0]",1
configuration,13,550,0.035018464281166437,84.0,"(10.0, 100.0]",1
Collection,10,547,0.03482745447599644,85.0,"(10.0, 100.0]",1
n,1,541,0.03444543486565644,86.0,"(10.0, 100.0]",1
clazz,5,535,0.03406341525531644,87.0,"(10.0, 100.0]",1
System,6,534,0.033999745320259775,88.0,"(10.0, 100.0]",1
R,1,534,0.033999745320259775,89.0,"(10.0, 100.0]",1
isEmpty,7,526,0.033490385839806444,90.0,"(10.0, 100.0]",2
Util,4,524,0.03336304596969311,91.0,"(10.0, 100.0]",1
handler,7,519,0.03304469629440978,92.0,"(10.0, 100.0]",1
selector,8,516,0.03285368648923978,93.0,"(10.0, 100.0]",1
NoExternalUse,13,511,0.03253533681395645,94.0,"(10.0, 100.0]",3
properties,10,510,0.03247166687889978,95.0,"(10.0, 100.0]",1
call,4,508,0.03234432700878645,96.0,"(10.0, 100.0]",1
getInstance,11,500,0.03183496752833312,97.0,"(10.0, 100.0]",2
getValue,8,487,0.03100725837259646,98.0,"(10.0, 100.0]",2
start,5,482,0.030688908697313128,99.0,"(10.0, 100.0]",1
m,1,481,0.030625238762256462,100.0,"(10.0, 100.0]",1
path,4,479,0.03049789889214313,101.0,"(100.0, 1000.0]",1
Set,3,477,0.030370559022029796,102.0,"(100.0, 1000.0]",1
Node,4,476,0.03030688908697313,103.0,"(100.0, 1000.0]",1
remove,6,476,0.03030688908697313,104.0,"(100.0, 1000.0]",1
delegate,8,472,0.030052209346746465,105.0,"(100.0, 1000.0]",1
request,7,470,0.029924869476633136,106.0,"(100.0, 1000.0]",1
Collections,11,468,0.029797529606519803,107.0,"(100.0, 1000.0]",1
whispersystems,14,466,0.02967018973640647,108.0,"(100.0, 1000.0]",1
write,5,464,0.029542849866293137,109.0,"(100.0, 1000.0]",1
all,3,463,0.02947917993123647,110.0,"(100.0, 1000.0]",1
source,6,459,0.029224500191009806,111.0,"(100.0, 1000.0]",1
bitField0_,10,457,0.029097160320896473,112.0,"(100.0, 1000.0]",3
StaplerRequest,14,455,0.02896982045078314,113.0,"(100.0, 1000.0]",2
set,3,453,0.028842480580669808,114.0,"(100.0, 1000.0]",1
HystrixEventType,16,446,0.028396791035273143,115.0,"(100.0, 1000.0]",3
v,1,437,0.02782376161976315,116.0,"(100.0, 1000.0]",1
target,6,436,0.027760091684706483,117.0,"(100.0, 1000.0]",1
getDisplayName,14,435,0.027696421749649817,118.0,"(100.0, 1000.0]",3
Long,4,435,0.027696421749649817,119.0,"(100.0, 1000.0]",1
Method,6,431,0.02744174200942315,120.0,"(100.0, 1000.0]",1
SQLException,12,428,0.027250732204253152,121.0,"(100.0, 1000.0]",2
WARNING,7,422,0.026868712593913154,122.0,"(100.0, 1000.0]",1
index,5,422,0.026868712593913154,123.0,"(100.0, 1000.0]",1
Item,4,421,0.026805042658856488,124.0,"(100.0, 1000.0]",1
contains,8,420,0.02674137272379982,125.0,"(100.0, 1000.0]",1
values,6,420,0.02674137272379982,126.0,"(100.0, 1000.0]",1
file,4,419,0.026677702788743155,127.0,"(100.0, 1000.0]",1
cause,5,418,0.02661403285368649,128.0,"(100.0, 1000.0]",1
field,5,416,0.026486692983573156,129.0,"(100.0, 1000.0]",1
io,2,411,0.026168343308289824,130.0,"(100.0, 1000.0]",1
account,7,411,0.026168343308289824,131.0,"(100.0, 1000.0]",1
Descriptor,10,409,0.02604100343817649,132.0,"(100.0, 1000.0]",1
Optional,8,393,0.025022284477269834,133.0,"(100.0, 1000.0]",1
close,5,389,0.024767604737043168,134.0,"(100.0, 1000.0]",1
j,1,385,0.024512924996816503,135.0,"(100.0, 1000.0]",1
K,1,382,0.024321915191646504,136.0,"(100.0, 1000.0]",1
JsonObject,10,381,0.024258245256589837,137.0,"(100.0, 1000.0]",2
FormValidation,14,379,0.024130905386476505,138.0,"(100.0, 1000.0]",2
input,5,369,0.023494206035909845,139.0,"(100.0, 1000.0]",1
response,8,369,0.023494206035909845,140.0,"(100.0, 1000.0]",1
CoreMessages,12,369,0.023494206035909845,141.0,"(100.0, 1000.0]",2
base,4,362,0.02304851649051318,142.0,"(100.0, 1000.0]",1
next,4,360,0.022921176620399848,143.0,"(100.0, 1000.0]",1
InputStream,11,360,0.022921176620399848,144.0,"(100.0, 1000.0]",2
icons,5,359,0.02285750668534318,145.0,"(100.0, 1000.0]",1
l,1,359,0.02285750668534318,146.0,"(100.0, 1000.0]",1
FilePath,8,357,0.02273016681522985,147.0,"(100.0, 1000.0]",2
StringBuilder,13,356,0.022666496880173182,148.0,"(100.0, 1000.0]",2
list,4,355,0.022602826945116516,149.0,"(100.0, 1000.0]",1
ServletException,16,354,0.02253915701005985,150.0,"(100.0, 1000.0]",2
addIcon,7,354,0.02253915701005985,151.0,"(100.0, 1000.0]",2
event,5,352,0.022411817139946517,152.0,"(100.0, 1000.0]",1
ReturnT,7,350,0.022284477269833184,153.0,"(100.0, 1000.0]",2
UIUtils,7,348,0.02215713739971985,154.0,"(100.0, 1000.0]",2
rs,2,348,0.02215713739971985,155.0,"(100.0, 1000.0]",1
invocation,10,348,0.02215713739971985,156.0,"(100.0, 1000.0]",1
instance,8,348,0.02215713739971985,157.0,"(100.0, 1000.0]",1
getId,5,348,0.02215713739971985,158.0,"(100.0, 1000.0]",2
channel,7,346,0.02202979752960652,159.0,"(100.0, 1000.0]",1
format,6,342,0.021775117789379853,160.0,"(100.0, 1000.0]",1
getString,9,340,0.021647777919266524,161.0,"(100.0, 1000.0]",2
number,6,340,0.021647777919266524,162.0,"(100.0, 1000.0]",1
IllegalArgumentException,24,337,0.021456768114096525,163.0,"(100.0, 1000.0]",3
entry,5,336,0.02139309817903986,164.0,"(100.0, 1000.0]",1
Run,3,336,0.02139309817903986,165.0,"(100.0, 1000.0]",1
job,3,335,0.021329428243983192,166.0,"(100.0, 1000.0]",1
getMessage,10,323,0.020565389023303196,167.0,"(100.0, 1000.0]",2
metrics,7,321,0.020438049153189863,168.0,"(100.0, 1000.0]",1
Entry,5,321,0.020438049153189863,169.0,"(100.0, 1000.0]",1
filter,6,316,0.02011969947790653,170.0,"(100.0, 1000.0]",1
Setter,6,313,0.019928689672736533,171.0,"(100.0, 1000.0]",1
FINE,4,313,0.019928689672736533,172.0,"(100.0, 1000.0]",1
AbstractProject,15,312,0.019865019737679866,173.0,"(100.0, 1000.0]",2
Date,4,310,0.019737679867566534,174.0,"(100.0, 1000.0]",1
offset,6,309,0.019674009932509867,175.0,"(100.0, 1000.0]",1
mock,4,308,0.019610339997453204,176.0,"(100.0, 1000.0]",1
connection,10,306,0.01948300012733987,177.0,"(100.0, 1000.0]",1
RuntimeException,16,306,0.01948300012733987,178.0,"(100.0, 1000.0]",2
Calendar,8,305,0.019419330192283205,179.0,"(100.0, 1000.0]",1
Observable,10,305,0.019419330192283205,180.0,"(100.0, 1000.0]",1
serialVersionUID,16,300,0.019100980516999874,181.0,"(100.0, 1000.0]",3
OutputStream,12,299,0.019037310581943207,182.0,"(100.0, 1000.0]",2
Thread,6,299,0.019037310581943207,183.0,"(100.0, 1000.0]",1
dataSource,10,298,0.01897364064688654,184.0,"(100.0, 1000.0]",2
text,4,298,0.01897364064688654,185.0,"(100.0, 1000.0]",1
hashCode,8,298,0.01897364064688654,186.0,"(100.0, 1000.0]",2
JSONObject,10,295,0.018782630841716542,187.0,"(100.0, 1000.0]",2
object,6,295,0.018782630841716542,188.0,"(100.0, 1000.0]",1
textsecuregcm,13,293,0.01865529097160321,189.0,"(100.0, 1000.0]",1
Arrays,6,293,0.01865529097160321,190.0,"(100.0, 1000.0]",1
StaplerResponse,15,293,0.01865529097160321,191.0,"(100.0, 1000.0]",2
obj,3,291,0.018527951101489876,192.0,"(100.0, 1000.0]",1
clear,5,291,0.018527951101489876,193.0,"(100.0, 1000.0]",1
other,5,289,0.018400611231376544,194.0,"(100.0, 1000.0]",1
Number,6,289,0.018400611231376544,195.0,"(100.0, 1000.0]",1
metricRegistry,14,287,0.01827327136126321,196.0,"(100.0, 1000.0]",2
register,8,285,0.01814593149114988,197.0,"(100.0, 1000.0]",1
substring,9,285,0.01814593149114988,198.0,"(100.0, 1000.0]",1
root,4,283,0.018018591621036546,199.0,"(100.0, 1000.0]",1
User,4,282,0.01795492168597988,200.0,"(100.0, 1000.0]",1
GridData,8,281,0.017891251750923213,201.0,"(100.0, 1000.0]",2
Double,6,281,0.017891251750923213,202.0,"(100.0, 1000.0]",1
getAsJsonObject,15,281,0.017891251750923213,203.0,"(100.0, 1000.0]",4
project,7,278,0.017700241945753214,204.0,"(100.0, 1000.0]",1
ex,2,277,0.017636572010696547,205.0,"(100.0, 1000.0]",1
IllegalStateException,21,277,0.017636572010696547,206.0,"(100.0, 1000.0]",3
parameter,9,277,0.017636572010696547,207.0,"(100.0, 1000.0]",1
ByteString,10,272,0.01731822233541322,208.0,"(100.0, 1000.0]",2
lang,4,272,0.01731822233541322,209.0,"(100.0, 1000.0]",1
config,6,271,0.017254552400356553,210.0,"(100.0, 1000.0]",1
invoke,6,271,0.017254552400356553,211.0,"(100.0, 1000.0]",1
line,4,269,0.01712721253024322,212.0,"(100.0, 1000.0]",1
description,11,269,0.01712721253024322,213.0,"(100.0, 1000.0]",1
create,6,268,0.017063542595186554,214.0,"(100.0, 1000.0]",1
println,7,268,0.017063542595186554,215.0,"(100.0, 1000.0]",1
plugin,6,267,0.016999872660129887,216.0,"(100.0, 1000.0]",1
Runnable,8,267,0.016999872660129887,217.0,"(100.0, 1000.0]",1
iterator,8,266,0.01693620272507322,218.0,"(100.0, 1000.0]",1
HashMap,7,265,0.016872532790016555,219.0,"(100.0, 1000.0]",2
username,8,265,0.016872532790016555,220.0,"(100.0, 1000.0]",1
getProperty,11,264,0.01680886285495989,221.0,"(100.0, 1000.0]",2
HystrixRollingNumberEvent,25,264,0.01680886285495989,222.0,"(100.0, 1000.0]",4
URL,3,261,0.01661785304978989,223.0,"(100.0, 1000.0]",1
page,4,261,0.01661785304978989,224.0,"(100.0, 1000.0]",1
TimeUnit,8,260,0.016554183114733223,225.0,"(100.0, 1000.0]",2
join,4,259,0.016490513179676557,226.0,"(100.0, 1000.0]",1
state,5,259,0.016490513179676557,227.0,"(100.0, 1000.0]",1
owner,5,259,0.016490513179676557,228.0,"(100.0, 1000.0]",1
matcher,7,258,0.01642684324461989,229.0,"(100.0, 1000.0]",1
token,5,258,0.01642684324461989,230.0,"(100.0, 1000.0]",1
Computer,8,257,0.016363173309563224,231.0,"(100.0, 1000.0]",1
entities,8,254,0.016172163504393225,232.0,"(100.0, 1000.0]",1
E,1,254,0.016172163504393225,233.0,"(100.0, 1000.0]",1
env,3,253,0.01610849356933656,234.0,"(100.0, 1000.0]",1
currentTimeMillis,17,252,0.016044823634279892,235.0,"(100.0, 1000.0]",3
read,4,250,0.01591748376416656,236.0,"(100.0, 1000.0]",1
MessageProtos,13,250,0.01591748376416656,237.0,"(100.0, 1000.0]",2
Path,4,250,0.01591748376416656,238.0,"(100.0, 1000.0]",1
Invocation,10,250,0.01591748376416656,239.0,"(100.0, 1000.0]",1
that,4,250,0.01591748376416656,240.0,"(100.0, 1000.0]",1
Authentication,14,248,0.015790143894053227,241.0,"(100.0, 1000.0]",1
dir,3,246,0.015662804023939894,242.0,"(100.0, 1000.0]",1
len,3,245,0.01559913408888323,243.0,"(100.0, 1000.0]",1
core,4,242,0.01540812428371323,244.0,"(100.0, 1000.0]",1
reader,6,242,0.01540812428371323,245.0,"(100.0, 1000.0]",1
cl,2,242,0.01540812428371323,246.0,"(100.0, 1000.0]",1
device,6,241,0.015344454348656564,247.0,"(100.0, 1000.0]",1
jenkins,7,241,0.015344454348656564,248.0,"(100.0, 1000.0]",1
sql,3,239,0.015217114478543231,249.0,"(100.0, 1000.0]",1
newInstance,11,238,0.015153444543486565,250.0,"(100.0, 1000.0]",2
resource,8,238,0.015153444543486565,251.0,"(100.0, 1000.0]",1
pos,3,238,0.015153444543486565,252.0,"(100.0, 1000.0]",1
ExtensionList,13,237,0.015089774608429899,253.0,"(100.0, 1000.0]",2
Permission,10,237,0.015089774608429899,254.0,"(100.0, 1000.0]",1
map,3,237,0.015089774608429899,255.0,"(100.0, 1000.0]",1
user,4,237,0.015089774608429899,256.0,"(100.0, 1000.0]",1
task,4,236,0.015026104673373232,257.0,"(100.0, 1000.0]",1
expression,10,235,0.014962434738316568,258.0,"(100.0, 1000.0]",1
messages,8,234,0.014898764803259901,259.0,"(100.0, 1000.0]",1
info,4,231,0.014707754998089902,260.0,"(100.0, 1000.0]",1
exists,6,230,0.014644085063033236,261.0,"(100.0, 1000.0]",1
Action,6,228,0.014516745192919903,262.0,"(100.0, 1000.0]",1
command,7,227,0.014453075257863237,263.0,"(100.0, 1000.0]",1
AbstractBuild,13,227,0.014453075257863237,264.0,"(100.0, 1000.0]",2
TaskListener,12,225,0.014325735387749904,265.0,"(100.0, 1000.0]",2
w,1,225,0.014325735387749904,266.0,"(100.0, 1000.0]",1
strict,6,224,0.014262065452693238,267.0,"(100.0, 1000.0]",1
executor,8,224,0.014262065452693238,268.0,"(100.0, 1000.0]",1
src,3,223,0.014198395517636572,269.0,"(100.0, 1000.0]",1
output,6,223,0.014198395517636572,270.0,"(100.0, 1000.0]",1
withLogging,11,222,0.014134725582579905,271.0,"(100.0, 1000.0]",2
JdbcType,8,222,0.014134725582579905,272.0,"(100.0, 1000.0]",2
checkPermission,15,221,0.014071055647523239,273.0,"(100.0, 1000.0]",2
Func0,5,221,0.014071055647523239,274.0,"(100.0, 1000.0]",1
bytes,5,220,0.014007385712466573,275.0,"(100.0, 1000.0]",1
status,6,219,0.013943715777409908,276.0,"(100.0, 1000.0]",1
HashSet,7,219,0.013943715777409908,277.0,"(100.0, 1000.0]",2
ref,3,218,0.013880045842353242,278.0,"(100.0, 1000.0]",1
writeNumberField,16,218,0.013880045842353242,279.0,"(100.0, 1000.0]",3
Result,6,218,0.013880045842353242,280.0,"(100.0, 1000.0]",1
commandKey,10,218,0.013880045842353242,281.0,"(100.0, 1000.0]",2
property,8,218,0.013880045842353242,282.0,"(100.0, 1000.0]",1
threadPoolKey,13,217,0.013816375907296575,283.0,"(100.0, 1000.0]",3
end,3,216,0.013752705972239909,284.0,"(100.0, 1000.0]",1
child,5,216,0.013752705972239909,285.0,"(100.0, 1000.0]",1
MockitoException,16,216,0.013752705972239909,286.0,"(100.0, 1000.0]",2
statement,9,215,0.013689036037183243,287.0,"(100.0, 1000.0]",1
lhs,3,215,0.013689036037183243,288.0,"(100.0, 1000.0]",1
msg,3,214,0.013625366102126576,289.0,"(100.0, 1000.0]",1
rhs,3,214,0.013625366102126576,290.0,"(100.0, 1000.0]",1
getDescriptor,13,213,0.01356169616706991,291.0,"(100.0, 1000.0]",2
current,7,212,0.013498026232013243,292.0,"(100.0, 1000.0]",1
Job,3,212,0.013498026232013243,293.0,"(100.0, 1000.0]",1
trim,4,211,0.013434356296956577,294.0,"(100.0, 1000.0]",1
SystemProperties,16,211,0.013434356296956577,295.0,"(100.0, 1000.0]",2
execute,7,209,0.013307016426843244,296.0,"(100.0, 1000.0]",1
answer,6,208,0.013243346491786578,297.0,"(100.0, 1000.0]",1
prefix,6,207,0.013179676556729912,298.0,"(100.0, 1000.0]",1
valueOf,7,207,0.013179676556729912,299.0,"(100.0, 1000.0]",2
store,5,205,0.013052336686616579,300.0,"(100.0, 1000.0]",1
uuid,4,204,0.012988666751559913,301.0,"(100.0, 1000.0]",1
SWT,3,204,0.012988666751559913,302.0,"(100.0, 1000.0]",1
getKey,6,203,0.012924996816503246,303.0,"(100.0, 1000.0]",2
startsWith,10,203,0.012924996816503246,304.0,"(100.0, 1000.0]",2
buffer,6,203,0.012924996816503246,305.0,"(100.0, 1000.0]",1
settings,8,203,0.012924996816503246,306.0,"(100.0, 1000.0]",1
defaultValue,12,202,0.012861326881446582,307.0,"(100.0, 1000.0]",2
u,1,202,0.012861326881446582,308.0,"(100.0, 1000.0]",1
launcher,8,200,0.012733987011333249,309.0,"(100.0, 1000.0]",1
addAll,6,199,0.012670317076276583,310.0,"(100.0, 1000.0]",2
gson,4,197,0.01254297720616325,311.0,"(100.0, 1000.0]",1
group,5,196,0.012479307271106584,312.0,"(100.0, 1000.0]",1
resultMap,9,195,0.012415637336049917,313.0,"(100.0, 1000.0]",2
wanted,6,195,0.012415637336049917,314.0,"(100.0, 1000.0]",1
PluginWrapper,13,195,0.012415637336049917,315.0,"(100.0, 1000.0]",2
SubProtocol,11,194,0.012351967400993251,316.0,"(100.0, 1000.0]",2
getType,7,193,0.012288297465936585,317.0,"(100.0, 1000.0]",2
columnIndex,11,193,0.012288297465936585,318.0,"(100.0, 1000.0]",2
sendMessage,11,193,0.012288297465936585,319.0,"(100.0, 1000.0]",2
code,4,191,0.012160957595823252,320.0,"(100.0, 1000.0]",1
position,8,191,0.012160957595823252,321.0,"(100.0, 1000.0]",1
RunT,4,190,0.012097287660766586,322.0,"(100.0, 1000.0]",2
collapserKey,12,190,0.012097287660766586,323.0,"(100.0, 1000.0]",2
authentication,14,189,0.01203361772570992,324.0,"(100.0, 1000.0]",1
handle,6,188,0.011969947790653253,325.0,"(100.0, 1000.0]",1
arguments,9,188,0.011969947790653253,326.0,"(100.0, 1000.0]",1
Iterator,8,187,0.011906277855596586,327.0,"(100.0, 1000.0]",1
Account,7,187,0.011906277855596586,328.0,"(100.0, 1000.0]",1
TypeAdapter,11,187,0.011906277855596586,329.0,"(100.0, 1000.0]",2
getAsString,11,186,0.011842607920539922,330.0,"(100.0, 1000.0]",3
warn,4,185,0.011778937985483256,331.0,"(100.0, 1000.0]",1
Serializable,12,185,0.011778937985483256,332.0,"(100.0, 1000.0]",1
Field,5,185,0.011778937985483256,333.0,"(100.0, 1000.0]",1
Pattern,7,184,0.01171526805042659,334.0,"(100.0, 1000.0]",1
View,4,184,0.01171526805042659,335.0,"(100.0, 1000.0]",1
arg,3,183,0.011651598115369923,336.0,"(100.0, 1000.0]",1
ps,2,181,0.01152425824525659,337.0,"(100.0, 1000.0]",1
getBytes,8,181,0.01152425824525659,338.0,"(100.0, 1000.0]",2
mode,4,180,0.011460588310199924,339.0,"(100.0, 1000.0]",1
cs,2,180,0.011460588310199924,340.0,"(100.0, 1000.0]",1
getMethod,9,179,0.011396918375143257,341.0,"(100.0, 1000.0]",2
asList,6,179,0.011396918375143257,342.0,"(100.0, 1000.0]",2
HystrixProperty,15,178,0.011333248440086591,343.0,"(100.0, 1000.0]",2
listeners,9,178,0.011333248440086591,344.0,"(100.0, 1000.0]",1
save,4,178,0.011333248440086591,345.0,"(100.0, 1000.0]",1
Consumer,8,178,0.011333248440086591,346.0,"(100.0, 1000.0]",1
Queue,5,177,0.011269578505029925,347.0,"(100.0, 1000.0]",1
ordinal,7,177,0.011269578505029925,348.0,"(100.0, 1000.0]",1
TopLevelItem,12,176,0.011205908569973258,349.0,"(100.0, 1000.0]",3
lock,4,176,0.011205908569973258,350.0,"(100.0, 1000.0]",1
websocket,9,176,0.011205908569973258,351.0,"(100.0, 1000.0]",1
element,7,173,0.01101489876480326,352.0,"(100.0, 1000.0]",1
I18nUtil,8,173,0.01101489876480326,353.0,"(100.0, 1000.0]",2
title,5,173,0.01101489876480326,354.0,"(100.0, 1000.0]",1
Math,4,173,0.01101489876480326,355.0,"(100.0, 1000.0]",1
Timer,5,173,0.01101489876480326,356.0,"(100.0, 1000.0]",1
items,5,172,0.010951228829746593,357.0,"(100.0, 1000.0]",1
HystrixCommandKey,17,172,0.010951228829746593,358.0,"(100.0, 1000.0]",3
noWaitAfter,11,172,0.010951228829746593,359.0,"(100.0, 1000.0]",3
parseFrom,9,171,0.010887558894689927,360.0,"(100.0, 1000.0]",2
getNumber,9,170,0.010823888959633262,361.0,"(100.0, 1000.0]",2
UUID,4,169,0.010760219024576596,362.0,"(100.0, 1000.0]",1
ch,2,169,0.010760219024576596,363.0,"(100.0, 1000.0]",1
debug,5,168,0.01069654908951993,364.0,"(100.0, 1000.0]",1
force,5,167,0.010632879154463263,365.0,"(100.0, 1000.0]",1
prop,4,167,0.010632879154463263,366.0,"(100.0, 1000.0]",1
update,6,167,0.010632879154463263,367.0,"(100.0, 1000.0]",1
timestamp,9,167,0.010632879154463263,368.0,"(100.0, 1000.0]",1
JsonElement,11,166,0.010569209219406597,369.0,"(100.0, 1000.0]",2
stream,6,166,0.010569209219406597,370.0,"(100.0, 1000.0]",1
ms,2,166,0.010569209219406597,371.0,"(100.0, 1000.0]",1
charAt,6,165,0.01050553928434993,372.0,"(100.0, 1000.0]",2
ResultSet,9,164,0.010441869349293264,373.0,"(100.0, 1000.0]",2
Response,8,163,0.010378199414236598,374.0,"(100.0, 1000.0]",1
getParent,9,163,0.010378199414236598,375.0,"(100.0, 1000.0]",2
extensionRegistry,17,163,0.010378199414236598,376.0,"(100.0, 1000.0]",2
environment,11,162,0.010314529479179931,377.0,"(100.0, 1000.0]",1
from,4,162,0.010314529479179931,378.0,"(100.0, 1000.0]",1
version,7,161,0.010250859544123265,379.0,"(100.0, 1000.0]",1
addProperty,11,161,0.010250859544123265,380.0,"(100.0, 1000.0]",2
load,4,161,0.010250859544123265,381.0,"(100.0, 1000.0]",1
Gauge,5,160,0.010187189609066599,382.0,"(100.0, 1000.0]",1
EventType,9,159,0.010123519674009932,383.0,"(100.0, 1000.0]",2
destination,11,159,0.010123519674009932,384.0,"(100.0, 1000.0]",1
monitor,7,158,0.010059849738953266,385.0,"(100.0, 1000.0]",1
isAssignableFrom,16,158,0.010059849738953266,386.0,"(100.0, 1000.0]",3
getBoolean,10,158,0.010059849738953266,387.0,"(100.0, 1000.0]",2
delay,5,157,0.0099961798038966,388.0,"(100.0, 1000.0]",1
max,3,157,0.0099961798038966,389.0,"(100.0, 1000.0]",1
Executor,8,156,0.009932509868839933,390.0,"(100.0, 1000.0]",1
sb,2,155,0.009868839933783267,391.0,"(100.0, 1000.0]",1
actual,6,155,0.009868839933783267,392.0,"(100.0, 1000.0]",1
EnvVars,7,155,0.009868839933783267,393.0,"(100.0, 1000.0]",2
